palavra,video_url,filename,classe_gramatical,assunto,configuracao_mao
PINGAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pingarSm_Prog001.mp4,PINGAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg19.jpg
PINGO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pingarSm_Prog001.mp4,PINGO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg19.jpg
PINGUE-PONGUE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pingue-pongueSm_Prog001.mp4,PINGUE-PONGUE.mp4,SUBSTANTIVO,ESPORTE/DIVERSÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg42.jpg
PINGÜIM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pinguimSm_Prog001.mp4,PINGÜIM.mp4,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg
PINTA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintaSm_Prog001.mp4,PINTA.mp4,SUBSTANTIVO,CORPO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
PINTAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintar1Sm_Prog001.mp4,PINTAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
PINTAR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintar2Sm_Prog001.mp4,PINTAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg20.jpg
PINTAR3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintar3Sm_Prog001.mp4,PINTAR3.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg24.jpg
PINTAR4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintar4Sm_Prog001.mp4,PINTAR4.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg52.jpg
PINTAR5,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintar5Sm_Prog001.mp4,PINTAR5.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg
PINTAR6,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintar6Sm_Prog001.mp4,PINTAR6.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
PINTAR7,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintar7Sm_Prog001.mp4,PINTAR7.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg17.jpg
PINTAR8,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintar8Sm_Prog001.mp4,PINTAR8.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53a.jpg
PINTAR9,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintar9Sm_Prog001.mp4,PINTAR9.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
PINTO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintoSm_Prog001.mp4,PINTO.mp4,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg20.jpg
PINTOR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintor1Sm_Prog001.mp4,PINTOR1.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53a.jpg
PINTOR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintor2Sm_Prog001.mp4,PINTOR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg08a.jpg
PINTURA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pinturaSm_Prog001.mp4,PINTURA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg24.jpg
PIOLHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/piolhoSm_Prog001.mp4,PIOLHO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg05.jpg
PIONEIRO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pioneiroSm_Prog001.mp4,PIONEIRO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg
PIOR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pior1Sm_Prog001.mp4,PIOR1.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg
PIOR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pior2Sm_Prog001.mp4,PIOR2.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg42.jpg
PIOR3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pior3Sm_Prog001.mp4,PIOR3.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg52.jpg
PIORAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/piorarSm_Prog001.mp4,PIORAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg
PIPA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pipaSm_Prog001.mp4,PIPA.mp4,SUBSTANTIVO,ESPORTE/DIVERSÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
PIPOCA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pipocaSm_Prog001.mp4,PIPOCA.mp4,SUBSTANTIVO,ALIMENTO/BEBIDA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg19.jpg
PIRÂMIDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/piramideSm_Prog001.mp4,PIRÂMIDE.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg31.jpg
PIRANHA1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/piranha1Sm_Prog001.mp4,PIRANHA1.mp4,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg15.jpg
PIRANHA2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/piranha2Sm_Prog001.mp4,PIRANHA2.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
PIRATA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pirataSm_Prog001.mp4,PIRATA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg60.jpg
PIRES,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/piresSm_Prog001.mp4,PIRES.mp4,SUBSTANTIVO,CASA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg08a.jpg
PIRULITO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pirulitoSm_Prog001.mp4,PIRULITO.mp4,SUBSTANTIVO,ALIMENTO/BEBIDA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg05.jpg
PISAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pisarSm_Prog001.mp4,PISAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
PISCINA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/piscinaSm_Prog001.mp4,PISCINA.mp4,SUBSTANTIVO,ESPORTE/DIVERSÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
PISO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pisoSm_Prog001.mp4,PISO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
PISTOLA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pistolaSm_Prog001.mp4,PISTOLA.mp4,SUBSTANTIVO,APARELHO/MÁQUINA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg16.jpg
PITADA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pitadaSm_Prog001.mp4,PITADA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg20.jpg
PIZZA1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pizza1Sm_Prog001.mp4,PIZZA1.mp4,SUBSTANTIVO,ALIMENTO/BEBIDA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg
PIZZA2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pizza2Sm_Prog001.mp4,PIZZA2.mp4,SUBSTANTIVO,ALIMENTO/BEBIDA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg11.jpg
PLACA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/placaSm_Prog001.mp4,PLACA.mp4,SUBSTANTIVO,TRANPORTE/VEÍCULO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg18a.jpg
PLACAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/placarSm_Prog001.mp4,PLACAR.mp4,SUBSTANTIVO,ESPORTE/DIVERSÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
PLANEJAMENTO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/planejamentoSm_Prog001.mp4,PLANEJAMENTO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg49.jpg
PLANEJAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/planejarSm_Prog001.mp4,PLANEJAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg49.jpg
PLANETA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/planetaSm_Prog001.mp4,PLANETA.mp4,SUBSTANTIVO,ANO SIDERAL,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg
PLANILHA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/planilhaSm_Prog001.mp4,PLANILHA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg08a.jpg
PLANO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/planoSm_Prog001.mp4,PLANO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg49.jpg
PLANTA1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/planta1Sm_Prog001.mp4,PLANTA1.mp4,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg
PLANTA2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/planta2Sm_Prog001.mp4,PLANTA2.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg55.jpg
PLANTAÇÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/plantacaoSm_Prog001.mp4,PLANTAÇÃO.mp4,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg
PLANTAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/plantarSm_Prog001.mp4,PLANTAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg44.jpg
PLÁSTICO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/plasticoSm_Prog001.mp4,PLÁSTICO.mp4,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg15.jpg
PLASTIFICAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/plastificarSm_Prog001.mp4,PLASTIFICAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg15.jpg
PLATÉIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/plateiaSm_Prog001.mp4,PLATÉIA.mp4,SUBSTANTIVO,ESPORTE/DIVERSÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg
PÓ1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poSm_Prog001.mp4,PÓ1.mp4,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg44.jpg
PÓ2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/po2Sm_Prog001.mp4,PÓ2.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg11.jpg
POBRE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pobreSm_Prog001.mp4,POBRE.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
POBREZA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pobrezaSm_Prog001.mp4,POBREZA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
POÇA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pocaSm_Prog001.mp4,POÇA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
POÇO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pocoSm_Prog001.mp4,POÇO.mp4,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
PODAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/podarSm_Prog001.mp4,PODAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg44.jpg
PODER-NÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poder-naoSm_Prog001.mp4,PODER-NÃO.mp4,LOC.VERB.,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg32.jpg
PODER1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poder1Sm_Prog001.mp4,PODER1.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
PODER2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poder2Sm_Prog001.mp4,PODER2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
PODEROSO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poderosoSm_Prog001.mp4,PODEROSO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
PODRE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/podreSm_Prog001.mp4,PODRE.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg16.jpg
POEIRA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poeiraSm_Prog001.mp4,POEIRA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg44.jpg
POESIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poesia2Sm_Prog001.mp4,POESIA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg
POLEGAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/polegarSm_Prog001.mp4,POLEGAR.mp4,SUBSTANTIVO,CORPO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg
POLÊMICA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/polemicaSm_Prog001.mp4,POLÊMICA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
POLÍCIA CIVIL,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/policia_civilSm_Prog001.mp4,POLÍCIA CIVIL.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg
POLÍCIA MILITAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/policia_militarSm_Prog001.mp4,POLÍCIA MILITAR.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg11.jpg
POLICIAL,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/policialSm_Prog001.mp4,POLICIAL.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg49.jpg
POLIDO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/polidoSm_Prog001.mp4,POLIDO.mp4,ADJETIVO,CASA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg
POLIGAMIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poligamiaSm_Prog001.mp4,POLIGAMIA.mp4,SUBSTANTIVO,FAMÍLIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg51b.jpg
POLIGLOTA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poliglotaSm_Prog001.mp4,POLIGLOTA.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg27.jpg
POLÍTICA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/politicaSm_Prog001.mp4,POLÍTICA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
POLÍTICO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/politicoSm_Prog001.mp4,POLÍTICO.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
PÓLO1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/polo1Sm_Prog001.mp4,PÓLO1.mp4,SUBSTANTIVO,ESPORTE/DIVERSÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg05.jpg
PÓLO2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/polo2Sm_Prog001.mp4,PÓLO2.mp4,SUBSTANTIVO,ESPORTE/DIVERSÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg08a.jpg
PÓLO3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/polo3Sm_Prog001.mp4,PÓLO3.mp4,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg44.jpg
POLONÊS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/polonesSm_Prog001.mp4,POLONÊS.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg11.jpg
POLÔNIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poloniaSm_Prog001.mp4,POLÔNIA.mp4,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg11.jpg
POLTRONA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poltronaSm_Prog001.mp4,POLTRONA.mp4,SUBSTANTIVO,CASA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
POLUIÇÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poluicaoSm_Prog001.mp4,POLUIÇÃO.mp4,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg16.jpg
POLUÍDO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poluidoSm_Prog001.mp4,POLUÍDO.mp4,ADJETIVO,PLANTA/FLOR/NATUREZA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
POLVO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/polvoSm_Prog001.mp4,POLVO.mp4,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg
POMADA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pomadaSm_Prog001.mp4,POMADA.mp4,SUBSTANTIVO,HIGIENE/SAÚDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
POMBO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pomboSm_Prog001.mp4,POMBO.mp4,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg20.jpg
PÔNEI,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poneiSm_Prog001.mp4,PÔNEI.mp4,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg27.jpg
PONTA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pontaSm_Prog001.mp4,PONTA.mp4,SUBSTANTIVO,COR/FORMA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg61.jpg
PONTAPÉ,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pontapeSm_Prog001.mp4,PONTAPÉ.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53a.jpg
PONTE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponteSm_Prog001.mp4,PONTE.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg32.jpg
PONTEIRO1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponteiro1Sm_Prog001.mp4,PONTEIRO1.mp4,SUBSTANTIVO,APARELHO/MÁQUINA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
PONTEIRO2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponteiro2Sm_Prog001.mp4,PONTEIRO2.mp4,SUBSTANTIVO,APARELHO/MÁQUINA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
PONTO-1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponto-1Sm_Prog001.mp4,PONTO-1.mp4,NUM.,NUMERAL/DINHEIRO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg32.jpg
PONTO1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponto1Sm_Prog001.mp4,PONTO1.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
PONTO2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponto2Sm_Prog001.mp4,PONTO2.mp4,SUBSTANTIVO,HIGIENE/SAÚDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg
PONTO3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponto3Sm_Prog001.mp4,PONTO3.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg
PONTO4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponto4Sm_Prog001.mp4,PONTO4.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
PONTO5,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponto5Sm_Prog001.mp4,PONTO5.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
PONTO6,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponto6Sm_Prog001.mp4,PONTO6.mp4,SUBSTANTIVO,TRANPORTE/VEÍCULO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg61.jpg
PONTO7,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponto7Sm_Prog001.mp4,PONTO7.mp4,SUBSTANTIVO,TRANPORTE/VEÍCULO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg49.jpg
PONTUAÇÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pontuacaoSm_Prog001.mp4,PONTUAÇÃO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
PONTUAL,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pontualSm_Prog001.mp4,PONTUAL.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg61.jpg
POPULAÇÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/populacaoSm_Prog001.mp4,POPULAÇÃO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg35a.jpg
PÔR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/porSm_Prog001.mp4,PÔR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
POR ACASO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/por_acasoSm_Prog001.mp4,POR ACASO.mp4,LOC.ADV.,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg40.jpg
POR CAUSA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/por_causaSm_Prog001.mp4,POR CAUSA.mp4,LOC.ADV.,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg24.jpg
POR FAVOR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/por_favorSm_Prog001.mp4,POR FAVOR.mp4,LOC.ADV.,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
